R,G,B,RGB-HEX,escol-number
0.4444444444,1,1,#71FFFF,14
0.5555555556,0,0,#8D0000,3
0.5555555556,0,0.1111111111,#8D001C,3
0.5555555556,0,0.2222222222,#8D0038,13
0.5555555556,0,0.3333333333,#8D0055,13
0.5555555556,0,0.4444444444,#8D0071,13
0.5555555556,0,0.5555555556,#8D008D,13
0.5555555556,0,0.6666666667,#8D00AA,12
0.5555555556,0,0.7777777778,#8D00C6,13
0.5555555556,0,0.8888888889,#8D00E2,13
0.5555555556,0,1,#8D00FF,13
0.5555555556,0.1111111111,0,#8D1C00,3
0.5555555556,0.1111111111,0.1111111111,#8D1C1C,3
0.5555555556,0.1111111111,0.2222222222,#8D1C38,13
0.5555555556,0.1111111111,0.3333333333,#8D1C55,13
0.5555555556,0.1111111111,0.4444444444,#8D1C71,13
0.5555555556,0.1111111111,0.5555555556,#8D1C8D,13
0.5555555556,0.1111111111,0.6666666667,#8D1CAA,12
0.5555555556,0.1111111111,0.7777777778,#8D1CC6,13
0.5555555556,0.1111111111,0.8888888889,#8D1CE2,13
0.5555555556,0.1111111111,1,#8D1CFF,13
0.5555555556,0.2222222222,0,#8D3800,3
0.5555555556,0.2222222222,0.1111111111,#8D381C,3
0.5555555556,0.2222222222,0.2222222222,#8D3838,13
0.5555555556,0.2222222222,0.3333333333,#8D3855,13
0.5555555556,0.2222222222,0.4444444444,#8D3871,13
0.5555555556,0.2222222222,0.5555555556,#8D388D,13
0.5555555556,0.2222222222,0.6666666667,#8D38AA,12
0.5555555556,0.2222222222,0.7777777778,#8D38C6,13
0.5555555556,0.2222222222,0.8888888889,#8D38E2,13
0.5555555556,0.2222222222,1,#8D38FF,13
0.5555555556,0.3333333333,0,#8D5500,5
0.5555555556,0.3333333333,0.1111111111,#8D551C,5
0.5555555556,0.3333333333,0.2222222222,#8D5538,5
0.5555555556,0.3333333333,0.3333333333,#8D5555,5
0.5555555556,0.3333333333,0.4444444444,#8D5571,7
0.5555555556,0.3333333333,0.5555555556,#8D558D,7
0.5555555556,0.3333333333,0.6666666667,#8D55AA,7
0.5555555556,0.3333333333,0.7777777778,#8D55C6,7
0.5555555556,0.3333333333,0.8888888889,#8D55E2,7
0.5555555556,0.3333333333,1,#8D55FF,12
0.5555555556,0.4444444444,0,#8D7100,5
0.5555555556,0.4444444444,0.1111111111,#8D711C,5
0.5555555556,0.4444444444,0.2222222222,#8D7138,5
0.5555555556,0.4444444444,0.3333333333,#8D7155,5
0.5555555556,0.4444444444,0.4444444444,#8D7171,7
0.5555555556,0.4444444444,0.5555555556,#8D718D,7
0.5555555556,0.4444444444,0.6666666667,#8D71AA,7
0.5555555556,0.4444444444,0.7777777778,#8D71C6,7
0.5555555556,0.4444444444,0.8888888889,#8D71E2,7
0.5555555556,0.4444444444,1,#8D71FF,12
0.5555555556,0.5555555556,0,#8D8D00,5
0.5555555556,0.5555555556,0.1111111111,#8D8D1C,11
0.5555555556,0.5555555556,0.2222222222,#8D8D38,11
0.5555555556,0.5555555556,0.3333333333,#8D8D55,10
0.5555555556,0.5555555556,0.4444444444,#8D8D71,10
0.5555555556,0.5555555556,0.5555555556,#8D8D8D,10
0.5555555556,0.5555555556,0.6666666667,#8D8DAA,12
0.5555555556,0.5555555556,0.7777777778,#8D8DC6,12
0.5555555556,0.5555555556,0.8888888889,#8D8DE2,14
0.5555555556,0.5555555556,1,#8D8DFF,14
0.5555555556,0.6666666667,0,#8DAA00,10
0.5555555556,0.6666666667,0.1111111111,#8DAA1C,10
0.5555555556,0.6666666667,0.2222222222,#8DAA38,10
0.5555555556,0.6666666667,0.3333333333,#8DAA55,10
0.5555555556,0.6666666667,0.4444444444,#8DAA71,10
0.5555555556,0.6666666667,0.5555555556,#8DAA8D,14
0.5555555556,0.6666666667,0.6666666667,#8DAAAA,14
0.5555555556,0.6666666667,0.7777777778,#8DAAC6,14
0.5555555556,0.6666666667,0.8888888889,#8DAAE2,14
0.5555555556,0.6666666667,1,#8DAAFF,14
0.5555555556,0.7777777778,0,#8DC600,10
0.5555555556,0.7777777778,0.1111111111,#8DC61C,10
0.5555555556,0.7777777778,0.2222222222,#8DC638,10
0.5555555556,0.7777777778,0.3333333333,#8DC655,10
0.5555555556,0.7777777778,0.4444444444,#8DC671,10
0.5555555556,0.7777777778,0.5555555556,#8DC68D,10
0.5555555556,0.7777777778,0.6666666667,#8DC6AA,14
0.5555555556,0.7777777778,0.7777777778,#8DC6C6,14
0.5555555556,0.7777777778,0.8888888889,#8DC6E2,14
0.5555555556,0.7777777778,1,#8DC6FF,14
0.5555555556,0.8888888889,0,#8DE200,10
0.5555555556,0.8888888889,0.1111111111,#8DE21C,10
0.5555555556,0.8888888889,0.2222222222,#8DE238,10
0.5555555556,0.8888888889,0.3333333333,#8DE255,10
0.5555555556,0.8888888889,0.4444444444,#8DE271,10
0.5555555556,0.8888888889,0.5555555556,#8DE28D,10
0.5555555556,0.8888888889,0.6666666667,#8DE2AA,10
0.5555555556,0.8888888889,0.7777777778,#8DE2C6,14
0.5555555556,0.8888888889,0.8888888889,#8DE2E2,14
0.5555555556,0.8888888889,1,#8DE2FF,14
0.5555555556,1,0,#8DFF00,10
0.5555555556,1,0.1111111111,#8DFF1C,10
0.5555555556,1,0.2222222222,#8DFF38,10
0.5555555556,1,0.3333333333,#8DFF55,10
0.5555555556,1,0.4444444444,#8DFF71,10
0.5555555556,1,0.5555555556,#8DFF8D,10
0.5555555556,1,0.6666666667,#8DFFAA,10
0.5555555556,1,0.7777777778,#8DFFC6,14
0.5555555556,1,0.8888888889,#8DFFE2,14
0.5555555556,1,1,#8DFFFF,14
0.6666666667,0,0,#AA0000,9
0.6666666667,0,0.1111111111,#AA001C,9
0.6666666667,0,0.2222222222,#AA0038,9
0.6666666667,0,0.3333333333,#AA0055,13
0.6666666667,0,0.4444444444,#AA0071,13
0.6666666667,0,0.5555555556,#AA008D,13
0.6666666667,0,0.6666666667,#AA00AA,13
0.6666666667,0,0.7777777778,#AA00C6,13
0.6666666667,0,0.8888888889,#AA00E2,13
0.6666666667,0,1,#AA00FF,13
0.6666666667,0.1111111111,0,#AA1C00,9
0.6666666667,0.1111111111,0.1111111111,#AA1C1C,9
0.6666666667,0.1111111111,0.2222222222,#AA1C38,9
0.6666666667,0.1111111111,0.3333333333,#AA1C55,9
0.6666666667,0.1111111111,0.4444444444,#AA1C71,13
0.6666666667,0.1111111111,0.5555555556,#AA1C8D,13
0.6666666667,0.1111111111,0.6666666667,#AA1CAA,13
0.6666666667,0.1111111111,0.7777777778,#AA1CC6,13
0.6666666667,0.1111111111,0.8888888889,#AA1CE2,13
0.6666666667,0.1111111111,1,#AA1CFF,13
0.6666666667,0.2222222222,0,#AA3800,9
0.6666666667,0.2222222222,0.1111111111,#AA381C,9
0.6666666667,0.2222222222,0.2222222222,#AA3838,9
0.6666666667,0.2222222222,0.3333333333,#AA3855,9
0.6666666667,0.2222222222,0.4444444444,#AA3871,9
0.6666666667,0.2222222222,0.5555555556,#AA388D,13
0.6666666667,0.2222222222,0.6666666667,#AA38AA,13
0.6666666667,0.2222222222,0.7777777778,#AA38C6,13
0.6666666667,0.2222222222,0.8888888889,#AA38E2,13
0.6666666667,0.2222222222,1,#AA38FF,13
0.6666666667,0.3333333333,0,#AA5500,9
0.6666666667,0.3333333333,0.1111111111,#AA551C,9
0.6666666667,0.3333333333,0.2222222222,#AA5538,9
0.6666666667,0.3333333333,0.3333333333,#AA5555,9
0.6666666667,0.3333333333,0.4444444444,#AA5571,13
0.6666666667,0.3333333333,0.5555555556,#AA558D,13
0.6666666667,0.3333333333,0.6666666667,#AA55AA,13
0.6666666667,0.3333333333,0.7777777778,#AA55C6,13
0.6666666667,0.3333333333,0.8888888889,#AA55E2,13
0.6666666667,0.3333333333,1,#AA55FF,13
0.6666666667,0.4444444444,0,#AA7100,5
0.6666666667,0.4444444444,0.1111111111,#AA711C,5
0.6666666667,0.4444444444,0.2222222222,#AA7138,5
0.6666666667,0.4444444444,0.3333333333,#AA7155,5
0.6666666667,0.4444444444,0.4444444444,#AA7171,13
0.6666666667,0.4444444444,0.5555555556,#AA718D,13
0.6666666667,0.4444444444,0.6666666667,#AA71AA,13
0.6666666667,0.4444444444,0.7777777778,#AA71C6,13
0.6666666667,0.4444444444,0.8888888889,#AA71E2,14
0.6666666667,0.4444444444,1,#AA71FF,14
0.6666666667,0.5555555556,0,#AA8D00,5
0.6666666667,0.5555555556,0.1111111111,#AA8D1C,11
0.6666666667,0.5555555556,0.2222222222,#AA8D38,11
0.6666666667,0.5555555556,0.3333333333,#AA8D55,11
0.6666666667,0.5555555556,0.4444444444,#AA8D71,11
0.6666666667,0.5555555556,0.5555555556,#AA8D8D,13
0.6666666667,0.5555555556,0.6666666667,#AA8DAA,12
0.6666666667,0.5555555556,0.7777777778,#AA8DC6,12
0.6666666667,0.5555555556,0.8888888889,#AA8DE2,12
0.6666666667,0.5555555556,1,#AA8DFF,12
0.6666666667,0.6666666667,0,#AAAA00,10
0.6666666667,0.6666666667,0.1111111111,#AAAA1C,10
0.6666666667,0.6666666667,0.2222222222,#AAAA38,10
0.6666666667,0.6666666667,0.3333333333,#AAAA55,10
0.6666666667,0.6666666667,0.4444444444,#AAAA71,10
0.6666666667,0.6666666667,0.5555555556,#AAAA8D,12
0.6666666667,0.6666666667,0.6666666667,#AAAAAA,12
0.6666666667,0.6666666667,0.7777777778,#AAAAC6,12
0.6666666667,0.6666666667,0.8888888889,#AAAAE2,12
0.6666666667,0.6666666667,1,#AAAAFF,12
0.6666666667,0.7777777778,0,#AAC600,10
0.6666666667,0.7777777778,0.1111111111,#AAC61C,10
0.6666666667,0.7777777778,0.2222222222,#AAC638,10
0.6666666667,0.7777777778,0.3333333333,#AAC655,10
0.6666666667,0.7777777778,0.4444444444,#AAC671,10
0.6666666667,0.7777777778,0.5555555556,#AAC68D,10
0.6666666667,0.7777777778,0.6666666667,#AAC6AA,14
0.6666666667,0.7777777778,0.7777777778,#AAC6C6,14
0.6666666667,0.7777777778,0.8888888889,#AAC6E2,14
0.6666666667,0.7777777778,1,#AAC6FF,14
0.6666666667,0.8888888889,0,#AAE200,10
0.6666666667,0.8888888889,0.1111111111,#AAE21C,10
0.6666666667,0.8888888889,0.2222222222,#AAE238,10
0.6666666667,0.8888888889,0.3333333333,#AAE255,10
0.6666666667,0.8888888889,0.4444444444,#AAE271,10
0.6666666667,0.8888888889,0.5555555556,#AAE28D,10
0.6666666667,0.8888888889,0.6666666667,#AAE2AA,10
0.6666666667,0.8888888889,0.7777777778,#AAE2C6,14
0.6666666667,0.8888888889,0.8888888889,#AAE2E2,14
0.6666666667,0.8888888889,1,#AAE2FF,14
0.6666666667,1,0,#AAFF00,10
0.6666666667,1,0.1111111111,#AAFF1C,10
0.6666666667,1,0.2222222222,#AAFF38,10
0.6666666667,1,0.3333333333,#AAFF55,10
0.6666666667,1,0.4444444444,#AAFF71,10
0.6666666667,1,0.5555555556,#AAFF8D,10
0.6666666667,1,0.6666666667,#AAFFAA,10
0.6666666667,1,0.7777777778,#AAFFC6,14
0.6666666667,1,0.8888888889,#AAFFE2,14
0.6666666667,1,1,#AAFFFF,1
0.7777777778,0,0,#C60000,9
0.7777777778,0,0.1111111111,#C6001C,9
0.7777777778,0,0.2222222222,#C60038,9
0.7777777778,0,0.3333333333,#C60055,13
0.7777777778,0,0.4444444444,#C60071,13
0.7777777778,0,0.5555555556,#C6008D,13
0.7777777778,0,0.6666666667,#C600AA,13
0.7777777778,0,0.7777777778,#C600C6,13
0.7777777778,0,0.8888888889,#C600E2,13
0.7777777778,0,1,#C600FF,13
0.7777777778,0.1111111111,0,#C61C00,9
0.7777777778,0.1111111111,0.1111111111,#C61C1C,9
0.7777777778,0.1111111111,0.2222222222,#C61C38,9
0.7777777778,0.1111111111,0.3333333333,#C61C55,9
0.7777777778,0.1111111111,0.4444444444,#C61C71,9
0.7777777778,0.1111111111,0.5555555556,#C61C8D,9
0.7777777778,0.1111111111,0.6666666667,#C61CAA,13
0.7777777778,0.1111111111,0.7777777778,#C61CC6,13
0.7777777778,0.1111111111,0.8888888889,#C61CE2,13
0.7777777778,0.1111111111,1,#C61CFF,13
0.7777777778,0.2222222222,0,#C63800,9
0.7777777778,0.2222222222,0.1111111111,#C6381C,9
0.7777777778,0.2222222222,0.2222222222,#C63838,9
0.7777777778,0.2222222222,0.3333333333,#C63855,9
0.7777777778,0.2222222222,0.4444444444,#C63871,9
0.7777777778,0.2222222222,0.5555555556,#C6388D,9
0.7777777778,0.2222222222,0.6666666667,#C638AA,13
0.7777777778,0.2222222222,0.7777777778,#C638C6,13
0.7777777778,0.2222222222,0.8888888889,#C638E2,13
0.7777777778,0.2222222222,1,#C638FF,13
0.7777777778,0.3333333333,0,#C65500,9
0.7777777778,0.3333333333,0.1111111111,#C6551C,9
0.7777777778,0.3333333333,0.2222222222,#C65538,9
0.7777777778,0.3333333333,0.3333333333,#C65555,9
0.7777777778,0.3333333333,0.4444444444,#C65571,9
0.7777777778,0.3333333333,0.5555555556,#C6558D,9
0.7777777778,0.3333333333,0.6666666667,#C655AA,13
0.7777777778,0.3333333333,0.7777777778,#C655C6,13
0.7777777778,0.3333333333,0.8888888889,#C655E2,13
0.7777777778,0.3333333333,1,#C655FF,13
0.7777777778,0.4444444444,0,#C67100,9
0.7777777778,0.4444444444,0.1111111111,#C6711C,9
0.7777777778,0.4444444444,0.2222222222,#C67138,9
0.7777777778,0.4444444444,0.3333333333,#C67155,9
0.7777777778,0.4444444444,0.4444444444,#C67171,9
0.7777777778,0.4444444444,0.5555555556,#C6718D,13
0.7777777778,0.4444444444,0.6666666667,#C671AA,13
0.7777777778,0.4444444444,0.7777777778,#C671C6,13
0.7777777778,0.4444444444,0.8888888889,#C671E2,13
0.7777777778,0.4444444444,1,#C671FF,13
0.7777777778,0.5555555556,0,#C68D00,11
0.7777777778,0.5555555556,0.1111111111,#C68D1C,11
0.7777777778,0.5555555556,0.2222222222,#C68D38,11
0.7777777778,0.5555555556,0.3333333333,#C68D55,11
0.7777777778,0.5555555556,0.4444444444,#C68D71,11
0.7777777778,0.5555555556,0.5555555556,#C68D8D,11
0.7777777778,0.5555555556,0.6666666667,#C68DAA,11
0.7777777778,0.5555555556,0.7777777778,#C68DC6,13
0.7777777778,0.5555555556,0.8888888889,#C68DE2,13
0.7777777778,0.5555555556,1,#C68DFF,13
0.7777777778,0.6666666667,0,#C6AA00,11
0.7777777778,0.6666666667,0.1111111111,#C6AA1C,11
0.7777777778,0.6666666667,0.2222222222,#C6AA38,11
0.7777777778,0.6666666667,0.3333333333,#C6AA55,11
0.7777777778,0.6666666667,0.4444444444,#C6AA71,11
0.7777777778,0.6666666667,0.5555555556,#C6AA8D,11
0.7777777778,0.6666666667,0.6666666667,#C6AAAA,11
0.7777777778,0.6666666667,0.7777777778,#C6AAC6,12
0.7777777778,0.6666666667,0.8888888889,#C6AAE2,12
0.7777777778,0.6666666667,1,#C6AAFF,12
0.7777777778,0.7777777778,0,#C6C600,11
0.7777777778,0.7777777778,0.1111111111,#C6C61C,11
0.7777777778,0.7777777778,0.2222222222,#C6C638,11
0.7777777778,0.7777777778,0.3333333333,#C6C655,11
0.7777777778,0.7777777778,0.4444444444,#C6C671,11
0.7777777778,0.7777777778,0.5555555556,#C6C68D,11
0.7777777778,0.7777777778,0.6666666667,#C6C6AA,1
0.7777777778,0.7777777778,0.7777777778,#C6C6C6,1
0.7777777778,0.7777777778,0.8888888889,#C6C6E2,1
0.7777777778,0.7777777778,1,#C6C6FF,14
0.7777777778,0.8888888889,0,#C6E200,10
0.7777777778,0.8888888889,0.1111111111,#C6E21C,10
0.7777777778,0.8888888889,0.2222222222,#C6E238,11
0.7777777778,0.8888888889,0.3333333333,#C6E255,11
0.7777777778,0.8888888889,0.4444444444,#C6E271,11
0.7777777778,0.8888888889,0.5555555556,#C6E28D,11
0.7777777778,0.8888888889,0.6666666667,#C6E2AA,11
0.7777777778,0.8888888889,0.7777777778,#C6E2C6,1
0.7777777778,0.8888888889,0.8888888889,#C6E2E2,14
0.7777777778,0.8888888889,1,#C6E2FF,14
0.7777777778,1,0,#C6FF00,10
0.7777777778,1,0.1111111111,#C6FF1C,10
0.7777777778,1,0.2222222222,#C6FF38,10
0.7777777778,1,0.3333333333,#C6FF55,10
0.7777777778,1,0.4444444444,#C6FF71,10
0.7777777778,1,0.5555555556,#C6FF8D,10
0.7777777778,1,0.6666666667,#C6FFAA,10
0.7777777778,1,0.7777777778,#C6FFC6,10
0.7777777778,1,0.8888888889,#C6FFE2,10
0.7777777778,1,1,#C6FFFF,2
0.8888888889,0,0,#E20000,9
0.8888888889,0,0.1111111111,#E2001C,9
0.8888888889,0,0.2222222222,#E20038,9
0.8888888889,0,0.3333333333,#E20055,13
0.8888888889,0,0.4444444444,#E20071,13
0.8888888889,0,0.5555555556,#E2008D,13
0.8888888889,0,0.6666666667,#E200AA,13
0.8888888889,0,0.7777777778,#E200C6,13
0.8888888889,0,0.8888888889,#E200E2,13
0.8888888889,0,1,#E200FF,13
0.8888888889,0.1111111111,0,#E21C00,9
0.8888888889,0.1111111111,0.1111111111,#E21C1C,9
0.8888888889,0.1111111111,0.2222222222,#E21C38,9
0.8888888889,0.1111111111,0.3333333333,#E21C55,9
0.8888888889,0.1111111111,0.4444444444,#E21C71,9
0.8888888889,0.1111111111,0.5555555556,#E21C8D,9
0.8888888889,0.1111111111,0.6666666667,#E21CAA,13
0.8888888889,0.1111111111,0.7777777778,#E21CC6,13
0.8888888889,0.1111111111,0.8888888889,#E21CE2,13
0.8888888889,0.1111111111,1,#E21CFF,13
0.8888888889,0.2222222222,0,#E23800,9
0.8888888889,0.2222222222,0.1111111111,#E2381C,9
0.8888888889,0.2222222222,0.2222222222,#E23838,9
0.8888888889,0.2222222222,0.3333333333,#E23855,9
0.8888888889,0.2222222222,0.4444444444,#E23871,9
0.8888888889,0.2222222222,0.5555555556,#E2388D,9
0.8888888889,0.2222222222,0.6666666667,#E238AA,13
0.8888888889,0.2222222222,0.7777777778,#E238C6,13
0.8888888889,0.2222222222,0.8888888889,#E238E2,13
0.8888888889,0.2222222222,1,#E238FF,13
0.8888888889,0.3333333333,0,#E25500,9
0.8888888889,0.3333333333,0.1111111111,#E2551C,9
0.8888888889,0.3333333333,0.2222222222,#E25538,9
0.8888888889,0.3333333333,0.3333333333,#E25555,9
0.8888888889,0.3333333333,0.4444444444,#E25571,9
0.8888888889,0.3333333333,0.5555555556,#E2558D,9
0.8888888889,0.3333333333,0.6666666667,#E255AA,13
0.8888888889,0.3333333333,0.7777777778,#E255C6,13
0.8888888889,0.3333333333,0.8888888889,#E255E2,13
0.8888888889,0.3333333333,1,#E255FF,13
0.8888888889,0.4444444444,0,#E27100,9
0.8888888889,0.4444444444,0.1111111111,#E2711C,9
0.8888888889,0.4444444444,0.2222222222,#E27138,9
0.8888888889,0.4444444444,0.3333333333,#E27155,9
0.8888888889,0.4444444444,0.4444444444,#E27171,9
0.8888888889,0.4444444444,0.5555555556,#E2718D,13
0.8888888889,0.4444444444,0.6666666667,#E271AA,13
0.8888888889,0.4444444444,0.7777777778,#E271C6,13
0.8888888889,0.4444444444,0.8888888889,#E271E2,13
0.8888888889,0.4444444444,1,#E271FF,13
0.8888888889,0.5555555556,0,#E28D00,9
0.8888888889,0.5555555556,0.1111111111,#E28D1C,9
0.8888888889,0.5555555556,0.2222222222,#E28D38,9
0.8888888889,0.5555555556,0.3333333333,#E28D55,9
0.8888888889,0.5555555556,0.4444444444,#E28D71,9
0.8888888889,0.5555555556,0.5555555556,#E28D8D,9
0.8888888889,0.5555555556,0.6666666667,#E28DAA,13
0.8888888889,0.5555555556,0.7777777778,#E28DC6,13
0.8888888889,0.5555555556,0.8888888889,#E28DE2,13
0.8888888889,0.5555555556,1,#E28DFF,13
0.8888888889,0.6666666667,0,#E2AA00,11
0.8888888889,0.6666666667,0.1111111111,#E2AA1C,11
0.8888888889,0.6666666667,0.2222222222,#E2AA38,11
0.8888888889,0.6666666667,0.3333333333,#E2AA55,11
0.8888888889,0.6666666667,0.4444444444,#E2AA71,11
0.8888888889,0.6666666667,0.5555555556,#E2AA8D,11
0.8888888889,0.6666666667,0.6666666667,#E2AAAA,11
0.8888888889,0.6666666667,0.7777777778,#E2AAC6,13
0.8888888889,0.6666666667,0.8888888889,#E2AAE2,13
0.8888888889,0.6666666667,1,#E2AAFF,13
0.8888888889,0.7777777778,0,#E2C600,11
0.8888888889,0.7777777778,0.1111111111,#E2C61C,11
0.8888888889,0.7777777778,0.2222222222,#E2C638,11
0.8888888889,0.7777777778,0.3333333333,#E2C655,11
0.8888888889,0.7777777778,0.4444444444,#E2C671,11
0.8888888889,0.7777777778,0.5555555556,#E2C68D,11
0.8888888889,0.7777777778,0.6666666667,#E2C6AA,11
0.8888888889,0.7777777778,0.7777777778,#E2C6C6,13
0.8888888889,0.7777777778,0.8888888889,#E2C6E2,13
0.8888888889,0.7777777778,1,#E2C6FF,13
0.8888888889,0.8888888889,0,#E2E200,11
0.8888888889,0.8888888889,0.1111111111,#E2E21C,11
0.8888888889,0.8888888889,0.2222222222,#E2E238,11
0.8888888889,0.8888888889,0.3333333333,#E2E255,11
0.8888888889,0.8888888889,0.4444444444,#E2E271,11
0.8888888889,0.8888888889,0.5555555556,#E2E28D,11
0.8888888889,0.8888888889,0.6666666667,#E2E2AA,11
0.8888888889,0.8888888889,0.7777777778,#E2E2C6,1
0.8888888889,0.8888888889,0.8888888889,#E2E2E2,1
0.8888888889,0.8888888889,1,#E2E2FF,1
0.8888888889,1,0,#E2FF00,11
0.8888888889,1,0.1111111111,#E2FF1C,11
0.8888888889,1,0.2222222222,#E2FF38,11
0.8888888889,1,0.3333333333,#E2FF55,11
0.8888888889,1,0.4444444444,#E2FF71,11
0.8888888889,1,0.5555555556,#E2FF8D,11
0.8888888889,1,0.6666666667,#E2FFAA,11
0.8888888889,1,0.7777777778,#E2FFC6,11
0.8888888889,1,0.8888888889,#E2FFE2,2
0.8888888889,1,1,#E2FFFF,2
1,0,0,#FF0000,9
1,0,0.1111111111,#FF001C,9
1,0,0.2222222222,#FF0038,9
1,0,0.3333333333,#FF0055,9
1,0,0.4444444444,#FF0071,13
1,0,0.5555555556,#FF008D,13
1,0,0.6666666667,#FF00AA,13
1,0,0.7777777778,#FF00C6,13
1,0,0.8888888889,#FF00E2,13
1,0,1,#FF00FF,13
1,0.1111111111,0,#FF1C00,9
1,0.1111111111,0.1111111111,#FF1C1C,9
1,0.1111111111,0.2222222222,#FF1C38,9
1,0.1111111111,0.3333333333,#FF1C55,9
1,0.1111111111,0.4444444444,#FF1C71,9
1,0.1111111111,0.5555555556,#FF1C8D,13
1,0.1111111111,0.6666666667,#FF1CAA,13
1,0.1111111111,0.7777777778,#FF1CC6,13
1,0.1111111111,0.8888888889,#FF1CE2,13
1,0.1111111111,1,#FF1CFF,13
1,0.2222222222,0,#FF3800,9
1,0.2222222222,0.1111111111,#FF381C,9
1,0.2222222222,0.2222222222,#FF3838,9
1,0.2222222222,0.3333333333,#FF3855,9
1,0.2222222222,0.4444444444,#FF3871,9
1,0.2222222222,0.5555555556,#FF388D,13
1,0.2222222222,0.6666666667,#FF38AA,13
1,0.2222222222,0.7777777778,#FF38C6,13
1,0.2222222222,0.8888888889,#FF38E2,13
1,0.2222222222,1,#FF38FF,13
1,0.3333333333,0,#FF5500,9
1,0.3333333333,0.1111111111,#FF551C,9
1,0.3333333333,0.2222222222,#FF5538,9
1,0.3333333333,0.3333333333,#FF5555,9
1,0.3333333333,0.4444444444,#FF5571,9
1,0.3333333333,0.5555555556,#FF558D,13
1,0.3333333333,0.6666666667,#FF55AA,13
1,0.3333333333,0.7777777778,#FF55C6,13
1,0.3333333333,0.8888888889,#FF55E2,13
1,0.3333333333,1,#FF55FF,13
1,0.4444444444,0,#FF7100,9
1,0.4444444444,0.1111111111,#FF711C,9
1,0.4444444444,0.2222222222,#FF7138,9
1,0.4444444444,0.3333333333,#FF7155,9
1,0.4444444444,0.4444444444,#FF7171,9
1,0.4444444444,0.5555555556,#FF718D,13
1,0.4444444444,0.6666666667,#FF71AA,13
1,0.4444444444,0.7777777778,#FF71C6,13
1,0.4444444444,0.8888888889,#FF71E2,13
1,0.4444444444,1,#FF71FF,13
1,0.5555555556,0,#FF8D00,9
1,0.5555555556,0.1111111111,#FF8D1C,9
1,0.5555555556,0.2222222222,#FF8D38,9
1,0.5555555556,0.3333333333,#FF8D55,9
1,0.5555555556,0.4444444444,#FF8D71,9
1,0.5555555556,0.5555555556,#FF8D8D,9
1,0.5555555556,0.6666666667,#FF8DAA,13
1,0.5555555556,0.7777777778,#FF8DC6,13
1,0.5555555556,0.8888888889,#FF8DE2,13
1,0.5555555556,1,#FF8DFF,13
1,0.6666666667,0,#FFAA00,11
1,0.6666666667,0.1111111111,#FFAA1C,11
1,0.6666666667,0.2222222222,#FFAA38,11
1,0.6666666667,0.3333333333,#FFAA55,11
1,0.6666666667,0.4444444444,#FFAA71,11
1,0.6666666667,0.5555555556,#FFAA8D,11
1,0.6666666667,0.6666666667,#FFAAAA,13
1,0.6666666667,0.7777777778,#FFAAC6,13
1,0.6666666667,0.8888888889,#FFAAE2,13
1,0.6666666667,1,#FFAAFF,13
1,0.7777777778,0,#FFC600,11
1,0.7777777778,0.1111111111,#FFC61C,11
1,0.7777777778,0.2222222222,#FFC638,11
1,0.7777777778,0.3333333333,#FFC655,11
1,0.7777777778,0.4444444444,#FFC671,11
1,0.7777777778,0.5555555556,#FFC68D,11
1,0.7777777778,0.6666666667,#FFC6AA,11
1,0.7777777778,0.7777777778,#FFC6C6,13
1,0.7777777778,0.8888888889,#FFC6E2,13
1,0.7777777778,1,#FFC6FF,13
1,0.8888888889,0,#FFE200,11
1,0.8888888889,0.1111111111,#FFE21C,11
1,0.8888888889,0.2222222222,#FFE238,11
1,0.8888888889,0.3333333333,#FFE255,11
1,0.8888888889,0.4444444444,#FFE271,11
1,0.8888888889,0.5555555556,#FFE28D,11
1,0.8888888889,0.6666666667,#FFE2AA,11
1,0.8888888889,0.7777777778,#FFE2C6,1
1,0.8888888889,0.8888888889,#FFE2E2,1
1,0.8888888889,1,#FFE2FF,2
1,1,0,#FFFF00,11
1,1,0.1111111111,#FFFF1C,11
1,1,0.2222222222,#FFFF38,11
1,1,0.3333333333,#FFFF55,11
1,1,0.4444444444,#FFFF71,11
1,1,0.5555555556,#FFFF8D,11
1,1,0.6666666667,#FFFFAA,11
1,1,0.7777777778,#FFFFC6,2
1,1,0.8888888889,#FFFFE2,2
1,1,1,#FFFFFF,2